Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_dot_balls,total_boundaries_conceded,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,Dot_Ball_Percentage,z_wickets,z_economy,z_strike,z_economy_inv,z_strike_inv,Bowling_Impact_Score
M Kartik,2012,4,251,216,76,26,11,6.972222222222221,54.0,35.18518518518518,-0.08791917363541599,-0.5783315697368395,2.2424571177073025,0.5783315697368395,-2.2424571177073025,-0.21122464223452228
M Kartik,2013,11,275,234,71,25,11,7.051282051282051,21.272727272727273,30.34188034188034,0.8766131515221617,-0.354343712121219,-0.11630210778237562,0.354343712121219,0.11630210778237562,0.605885663140911
M Kartik,2014,2,90,48,10,11,2,11.25,24.0,20.833333333333336,-0.40128956453996373,1.439932394828665,-0.061936577989747964,-1.439932394828665,0.061936577989747964,-0.6433984922471173
M Klinger,2011,0,0,0,0,0,4,,,0.0,-0.7023003869943175,,,,,
M Manhas,2009,0,0,0,0,0,6,,,0.0,-0.7322492347976829,,,,,
M Manhas,2010,0,0,0,0,0,8,,,0.0,-0.7358886929133128,,,,,
M Manhas,2011,0,42,42,15,3,10,6.0,,35.714285714285715,-0.7023003869943175,-0.7670305192652538,,0.7670305192652538,,
M Manhas,2012,0,0,0,0,0,7,,,0.0,-0.7175879219576333,,,,,
M Manhas,2013,0,0,0,0,0,2,,,0.0,-0.6414414305515577,,,,,
M Manhas,2014,0,0,0,0,0,5,,,0.0,-0.7346011154146876,,,,,
M Markande,2018,15,364,264,80,47,14,8.272727272727273,17.6,30.303030303030305,1.6025873458899367,-0.3776585706470216,-0.37585953359036256,0.3776585706470216,0.37585953359036256,1.051099541472126
M Markande,2019,1,58,36,11,9,3,9.666666666666668,36.0,30.555555555555557,-0.507496796899922,0.39947687193098586,0.7401680144140133,-0.39947687193098586,-0.7401680144140133,-0.5099915020363548
M Markande,2021,0,26,18,4,3,1,8.666666666666666,,22.22222222222222,-0.6553653527941746,0.351563711221564,,-0.351563711221564,,
M Markande,2022,1,57,42,10,6,2,8.142857142857142,42.0,23.809523809523807,-0.5630617830851667,-0.29171836671031315,1.9044358560286632,0.29171836671031315,-1.9044358560286632,-0.5078338490880472
M Markande,2023,12,297,228,76,37,10,7.815789473684211,19.0,33.33333333333333,1.1900680526038712,-0.5331582693996658,-0.3042525512273537,0.5331582693996658,0.3042525512273537,0.860122792436132
M Markande,2024,7,248,132,29,31,7,11.272727272727273,18.857142857142858,21.96969696969697,0.4421259263157035,0.35947748074571423,-0.3147707171172694,-0.35947748074571423,0.3147707171172694,0.18254162281751313
M Morkel,2009,1,38,42,20,4,2,5.428571428571429,42.0,47.61904761904761,-0.558155396553277,-0.9953725543656909,1.3782871811924258,0.9953725543656909,-1.3782871811924258,-0.21511677897345893
M Morkel,2010,0,62,42,15,11,2,8.857142857142858,,35.714285714285715,-0.7358886929133128,0.2224966490189074,,-0.2224966490189074,,
M Morkel,2011,14,305,258,115,49,11,7.093023255813954,18.428571428571427,44.57364341085272,1.7011276040529026,-0.4110671060790289,-0.3514221075548765,0.4110671060790289,0.3514221075548765,1.1116536301860365
M Morkel,2012,30,434,378,154,57,16,6.888888888888889,12.6,40.74074074074074,4.004927690458997,-0.6102793738405099,-0.7846633045540726,0.6102793738405099,0.7846633045540726,2.5034935375877123
M Morkel,2013,8,327,240,91,43,10,8.175,30.0,37.916666666666664,0.4625982655020564,0.2412575919614919,0.6075325793255637,-0.2412575919614919,-0.6075325793255637,0.09092188153884889
M Morkel,2014,13,339,288,148,53,12,7.0625,22.153846153846153,51.388888888888886,1.4319239652710178,-0.7022792320967951,-0.17863839197249465,0.7022792320967951,0.17863839197249465,1.0250377093239726
M Morkel,2015,12,200,168,76,28,7,7.142857142857142,14.0,45.23809523809524,1.125485399228051,-0.6577857713136622,-0.633682643913661,0.6577857713136622,0.633682643913661,0.9114050975565758
M Morkel,2016,10,290,213,89,44,10,8.169014084507044,21.3,41.78403755868544,0.9808496844411219,-0.013006086642888593,-0.274386106787714,0.013006086642888593,0.274386106787714,0.5845270684536408
M Muralitharan,2008,11,377,348,127,36,15,6.5,31.636363636363637,36.49425287356322,1.1237035424622557,-0.7623499859424637,1.1739125825118684,0.7623499859424637,-1.1739125825118684,0.6706550567601997
M Muralitharan,2009,16,257,300,144,25,13,5.140000000000001,18.75,48.0,2.0532521771128107,-1.1318787695874237,-0.23632431138192975,1.1318787695874237,0.23632431138192975,1.5043009749955625
M Muralitharan,2010,16,320,292,123,37,12,6.575342465753424,18.25,42.12328767123288,2.1872530775495553,-0.8228767892476265,-0.2528679984868286,0.8228767892476265,0.2528679984868286,1.4877824291995678
M Muralitharan,2011,2,137,114,46,16,5,7.2105263157894735,57.0,40.35087719298245,-0.35895353113042894,-0.372800042623399,3.3042249414451645,0.372800042623399,-3.3042249414451645,-0.5812181705514909
M Muralitharan,2012,15,255,240,82,22,10,6.375,16.0,34.166666666666664,1.6436698842506818,-0.8072908324798134,-0.5360592119045876,0.8072908324798134,0.5360592119045876,1.226614567867507
M Muralitharan,2013,3,174,138,42,22,6,7.565217391304348,46.0,30.434782608695656,-0.22742654453145242,-0.08194389944518089,1.9345628390234526,0.08194389944518089,-1.9345628390234526,-0.3906858555122624
M Muralitharan,2014,4,121,96,36,14,5,7.5625,24.0,37.5,-0.06797801366523976,-0.4464927691803222,-0.061936577989747964,0.4464927691803222,0.061936577989747964,0.10585040993667699
M Ntini,2008,8,237,210,99,37,9,6.771428571428571,26.25,47.14285714285714,0.6200829071850542,-0.6601412226238503,0.5818149166278813,0.6601412226238503,-0.5818149166278813,0.4518157282447527
M Pathirana,2022,2,41,41,16,6,2,6.0,20.5,39.02439024390244,-0.41364594679161687,-0.9546693987524141,-0.13439465462115993,0.9546693987524141,0.13439465462115993,0.07905474708350893
M Pathirana,2023,22,329,278,95,36,12,7.100719424460431,12.636363636363637,34.172661870503596,2.746540036297295,-0.8832157323277567,-0.7611658859400675,0.8832157323277567,0.7611658859400675,1.8897366225528496
M Pathirana,2024,13,154,132,49,19,6,7.0,10.153846153846153,37.121212121212125,1.391485363986752,-0.9571215470850316,-0.9629963036520252,0.9571215470850316,0.9629963036520252,1.196902859866027
M Pathirana,2025,14,387,251,76,50,12,9.250996015936256,17.928571428571427,30.278884462151396,1.542523725706905,-0.3255180810372555,-0.3836694255094131,0.3255180810372555,0.3836694255094131,1.0035938872763865
M Prasidh Krishna,2018,12,251,168,59,38,7,8.964285714285715,14.0,35.11904761904761,1.1300566442983788,-0.005275762618438927,-0.7680625075153924,0.005275762618438927,0.7680625075153924,0.738323259276949
M Prasidh Krishna,2019,5,374,248,89,61,11,9.048387096774194,49.6,35.88709677419355,0.12101846695305836,0.11637797671208376,1.6450528766129524,-0.11637797671208376,-1.6450528766129524,-0.21511116768138588
M Prasidh Krishna,2020,4,160,105,35,24,6,9.142857142857142,26.25,33.33333333333333,-0.07519097774697983,0.3764994402348317,-0.014080071884169343,-0.3764994402348317,0.014080071884169343,-0.152192859048663
M Prasidh Krishna,2021,12,322,231,99,48,10,8.363636363636363,19.25,42.857142857142854,1.189909160101155,0.16396968472561474,-0.3200831404736428,-0.16396968472561474,0.3200831404736428,0.6532716037089974
M Prasidh Krishna,2022,20,504,399,193,84,17,7.578947368421052,19.95,48.370927318295735,2.27583910649228,-0.4661791646161292,-0.18655078396336477,0.4661791646161292,0.18655078396336477,1.4195478755500976
M Prasidh Krishna,2025,26,477,354,135,67,15,8.084745762711865,13.615384615384615,38.13559322033898,3.4577109692126333,-0.7084721456831481,-0.6938960402647383,0.7084721456831481,0.6938960402647383,2.2183670828116036
M Rawat,2008,0,0,0,0,0,7,,,0.0,-0.7229054535541496,,,,,
M Rawat,2009,0,0,0,0,0,3,,,0.0,-0.7322492347976829,,,,,
M Rawat,2013,0,0,0,0,0,1,,,0.0,-0.6414414305515577,,,,,
M Shahrukh Khan,2021,0,0,0,0,0,10,,,0.0,-0.6553653527941746,,,,,
M Shahrukh Khan,2022,0,0,0,0,0,8,,,0.0,-0.7124776193787166,,,,,
M Shahrukh Khan,2023,0,0,0,0,0,12,,,0.0,-0.677698327828237,,,,,
M Shahrukh Khan,2024,0,15,12,3,1,7,7.5,,25.0,-0.6654600843005194,-0.8030514480835614,,0.8030514480835614,,
M Shahrukh Khan,2025,1,13,6,1,2,11,13.0,6.0,16.666666666666664,-0.5322624547576336,0.9055181481952908,-1.2416337320492998,-0.9055181481952908,1.2416337320492998,-0.3781547347678907
M Siddharth,2024,1,62,54,22,8,3,6.888888888888889,54.0,40.74074074074074,-0.5072335113553447,-0.991359346863136,2.302685628511706,0.991359346863136,-2.302685628511706,-0.3269734714632547
M Siddharth,2025,2,65,42,11,9,2,9.285714285714286,21.0,26.190476190476193,-0.3726635177988229,-0.31411786698181515,-0.1627564603524361,0.31411786698181515,0.1627564603524361,-0.08631610564194264
M Theekshana,2022,12,259,210,65,28,9,7.4,17.5,30.952380952380953,1.0805124161438813,-0.5215413911515746,-0.4188826328513678,0.5215413911515746,0.4188826328513678,0.8135766411523123
M Theekshana,2023,11,387,294,81,43,13,7.8979591836734695,26.727272727272727,27.55102040816326,1.0344208542345288,-0.49293267158641535,0.25057078378094155,0.49293267158641535,-0.25057078378094155,0.6792256537377743
M Theekshana,2024,2,143,120,44,15,5,7.15,60.0,36.666666666666664,-0.34900693841017,-0.9109005173845904,2.7495684192288485,0.9109005173845904,-2.7495684192288485,-0.33111892379454366
M Theekshana,2025,11,384,252,70,52,11,9.142857142857142,22.90909090909091,27.77777777777778,1.063726914830473,-0.3610269444886274,-0.025444807591017003,0.3610269444886274,0.025444807591017003,0.697174607642001
M Tiwari,2025,0,14,6,0,2,2,14.0,,0.0,-0.6918613917164442,1.2338816907429733,,-1.2338816907429733,,
M Vijay,2009,0,0,0,0,0,4,,,0.0,-0.7322492347976829,,,,,
M Vijay,2010,0,0,0,0,0,15,,,0.0,-0.7358886929133128,,,,,
M Vijay,2011,0,0,0,0,0,16,,,0.0,-0.7023003869943175,,,,,
M Vijay,2012,0,0,0,0,0,13,,,0.0,-0.7175879219576333,,,,,
M Vijay,2013,0,0,0,0,0,15,,,0.0,-0.6414414305515577,,,,,
M Vijay,2014,0,13,6,2,3,11,13.0,,33.33333333333333,-0.7346011154146876,2.3351850150363203,,-2.3351850150363203,,
M Vijay,2015,0,28,24,4,2,11,7.0,,16.666666666666664,-0.729007588136351,-0.7385576544810184,,0.7385576544810184,,
M Vijay,2016,0,7,6,2,1,14,7.0,,33.33333333333333,-0.7091639485108657,-0.6681791836331508,,0.6681791836331508,,
M Vijay,2018,0,0,0,0,0,1,,,0.0,-0.7600661620678525,,,,,
M Vijay,2019,0,0,0,0,0,2,,,0.0,-0.6646256128631671,,,,,
M Vijay,2020,0,0,0,0,0,3,,,0.0,-0.6688039599599783,,,,,
M Vohra,2013,0,0,0,0,0,10,,,0.0,-0.6414414305515577,,,,,
M Vohra,2014,0,0,0,0,0,8,,,0.0,-0.7346011154146876,,,,,
M Vohra,2015,0,0,0,0,0,7,,,0.0,-0.729007588136351,,,,,
M Vohra,2016,0,0,0,0,0,7,,,0.0,-0.7091639485108657,,,,,
M Vohra,2017,0,0,0,0,0,9,,,0.0,-0.7187848652357918,,,,,
M Vohra,2018,0,0,0,0,0,4,,,0.0,-0.7600661620678525,,,,,
M Vohra,2021,0,0,0,0,0,4,,,0.0,-0.6553653527941746,,,,,
M Vohra,2022,0,0,0,0,0,1,,,0.0,-0.7124776193787166,,,,,
M Vohra,2023,0,0,0,0,0,1,,,0.0,-0.677698327828237,,,,,
M de Lange,2012,3,103,60,17,17,3,10.299999999999999,20.0,28.333333333333332,-0.24533636071597031,0.6974507408030812,-0.24358380878754657,-0.6974507408030812,0.24358380878754657,-0.3076326493165761
M de Lange,2014,2,29,24,7,4,1,7.25,12.0,29.166666666666668,-0.40128956453996373,-0.6063593085031177,-0.8204983688776012,0.6063593085031177,0.8204983688776012,0.08427328738559542
M de Lange,2015,1,24,24,15,4,1,6.0,24.0,62.5,-0.5744665058559842,-1.3039608366525135,-0.05851128984601651,1.3039608366525135,0.05851128984601651,0.08400836625186515
MA Agarwal,2011,0,0,0,0,0,7,,,0.0,-0.7023003869943175,,,,,
MA Agarwal,2012,0,0,0,0,0,12,,,0.0,-0.7175879219576333,,,,,
MA Agarwal,2013,0,0,0,0,0,5,,,0.0,-0.6414414305515577,,,,,
MA Agarwal,2014,0,0,0,0,0,8,,,0.0,-0.7346011154146876,,,,,
MA Agarwal,2015,0,0,0,0,0,10,,,0.0,-0.729007588136351,,,,,
MA Agarwal,2016,0,0,0,0,0,3,,,0.0,-0.7091639485108657,,,,,
MA Agarwal,2017,0,0,0,0,0,3,,,0.0,-0.7187848652357918,,,,,
MA Agarwal,2018,0,0,0,0,0,11,,,0.0,-0.7600661620678525,,,,,
MA Agarwal,2019,0,0,0,0,0,13,,,0.0,-0.6646256128631671,,,,,
MA Agarwal,2020,0,0,0,0,0,11,,,0.0,-0.6688039599599783,,,,,
MA Agarwal,2021,0,0,0,0,0,12,,,0.0,-0.6553653527941746,,,,,
MA Agarwal,2022,0,0,0,0,0,12,,,0.0,-0.7124776193787166,,,,,
MA Agarwal,2023,0,0,0,0,0,10,,,0.0,-0.677698327828237,,,,,
MA Agarwal,2024,0,0,0,0,0,4,,,0.0,-0.6654600843005194,,,,,
MA Agarwal,2025,0,0,0,0,0,4,,,0.0,-0.6918613917164442,,,,,
MA Khote,2008,2,51,30,5,6,3,10.2,15.0,16.666666666666664,-0.38715836336934867,0.6309168403481094,-0.6548447652817118,-0.6309168403481094,0.6548447652817118,-0.30398543716531784
MA Starc,2014,17,381,322,127,51,14,7.099378881987578,18.941176470588236,39.44099378881988,2.098547067020466,-0.6834129945369619,-0.3817224310110978,0.6834129945369619,0.3817224310110978,1.4164831498740096
MA Starc,2015,22,273,258,105,34,12,6.348837209302326,11.727272727272727,40.69767441860465,2.670896222031719,-1.1067271684531543,-0.7644034062017621,1.1067271684531543,0.7644034062017621,1.9156715835836562
MA Starc,2024,20,414,251,102,70,13,9.896414342629482,12.55,40.63745019920319,2.4990713746029747,-0.06461985804862636,-0.784529650692551,0.06461985804862636,0.784529650692551,1.5115546610501067
MA Starc,2025,19,366,233,84,62,12,9.42489270386266,12.263157894736842,36.05150214592275,2.3405184105009584,-0.26841674855243247,-0.791155151937276,0.26841674855243247,0.791155151937276,1.4864834231318487
MA Wood,2018,0,48,24,5,8,1,12.0,,20.833333333333336,-0.7600661620678525,1.6293623853004553,,-1.6293623853004553,,
MA Wood,2023,11,124,96,42,17,4,7.75,8.727272727272727,43.75,1.0344208542345288,-0.565365038890667,-1.0418412201207345,0.565365038890667,1.0418412201207345,0.8948171645143012
MB Parmar,2010,0,32,18,4,6,1,10.666666666666666,,22.22222222222222,-0.7358886929133128,1.0515034865693254,,-1.0515034865693254,,
MC Henriques,2009,2,104,73,24,16,4,8.54794520547945,36.5,32.87671232876712,-0.3840615583088711,0.4802201966409688,0.9963360754221481,-0.4802201966409688,-0.9963360754221481,-0.504750327375492
MC Henriques,2010,1,35,24,10,5,1,8.75,24.0,41.66666666666667,-0.5531923322593836,0.17341071784815867,0.22926999822077943,-0.17341071784815867,-0.22926999822077943,-0.39066949783022553
MC Henriques,2013,8,180,127,50,28,10,8.503937007874015,15.875,39.37007874015748,0.4625982655020564,0.4156032194157367,-0.5639863218139788,-0.4156032194157367,0.5639863218139788,0.21434602847350687
MC Henriques,2014,4,93,60,20,15,4,9.3,15.0,33.33333333333333,-0.06797801366523976,0.4423651894544214,-0.6308579211556379,-0.4423651894544214,0.6308579211556379,-0.07546877617886259
MC Henriques,2015,11,151,150,57,15,9,6.039999999999999,13.636363636363637,38.0,0.970944316947684,-1.2813447093656543,-0.6545979658797572,1.2813447093656543,0.6545979658797572,1.0166124820128861
MC Henriques,2016,14,409,312,89,45,17,7.865384615384615,22.285714285714285,28.525641025641026,1.656855137621917,-0.18317500270546683,-0.2252114962019925,0.18317500270546683,0.2252114962019925,1.0000045509339932
MC Henriques,2017,2,239,144,27,33,12,9.958333333333334,72.0,18.75,-0.39345083853783797,0.5526496138313275,4.035995391300249,-0.5526496138313275,-4.035995391300249,-0.9875921540402465
MC Henriques,2021,4,44,60,29,4,5,4.3999999999999995,15.0,48.333333333333336,-0.0402738484957314,-2.2897601818414035,-0.6456433232032482,2.2897601818414035,0.6456433232032482,0.7616239363602559
MC Juneja,2013,0,0,0,0,0,7,,,0.0,-0.6414414305515577,,,,,
MD Mishra,2010,0,0,0,0,0,11,,,0.0,-0.7358886929133128,,,,,
MD Mishra,2011,0,0,0,0,0,5,,,0.0,-0.7023003869943175,,,,,
MD Mishra,2012,0,0,0,0,0,1,,,0.0,-0.7175879219576333,,,,,
MD Shanaka,2023,0,0,0,0,0,3,,,0.0,-0.677698327828237,,,,,
MDKJ Perera,2013,0,0,0,0,0,2,,,0.0,-0.6414414305515577,,,,,
MEK Hussey,2008,0,0,0,0,0,3,,,0.0,-0.7229054535541496,,,,,
MEK Hussey,2010,0,0,0,0,0,3,,,0.0,-0.7358886929133128,,,,,
MEK Hussey,2011,0,0,0,0,0,14,,,0.0,-0.7023003869943175,,,,,
MEK Hussey,2012,0,0,0,0,0,8,,,0.0,-0.7175879219576333,,,,,
MEK Hussey,2013,0,0,0,0,0,17,,,0.0,-0.6414414305515577,,,,,
MEK Hussey,2014,0,0,0,0,0,9,,,0.0,-0.7346011154146876,,,,,
MEK Hussey,2015,0,0,0,0,0,4,,,0.0,-0.729007588136351,,,,,
MF Maharoof,2008,19,238,216,84,27,10,6.611111111111111,11.368421052631579,38.88888888888889,2.4666919032014594,-0.7205101413091134,-1.0540471889156857,0.7205101413091134,1.0540471889156857,1.7309406674908896
MF Maharoof,2009,4,58,60,27,6,3,5.8,15.0,45.0,-0.03587388182005939,-0.8196714852684113,-0.4967455198616645,0.8196714852684113,0.4967455198616645,0.3006826385587404
MF Maharoof,2010,10,196,144,54,30,7,8.166666666666668,14.4,37.5,1.0910749136259796,-0.09383490741480464,-0.5756908310649662,0.09383490741480464,0.5756908310649662,0.7145952993784752
MG Bracewell,2023,6,95,66,26,13,5,8.636363636363637,11.0,39.39393939393939,0.256184862387817,-0.13145201720281463,-0.8786578862947654,0.13145201720281463,0.8786578862947654,0.3121359624183585
MG Johnson,2013,24,436,384,188,68,17,6.8125,16.0,48.95833333333333,2.6706776576092843,-0.4809047422243619,-0.553618897910089,0.4809047422243619,0.553618897910089,1.6961869690389284
MG Johnson,2014,17,419,321,135,59,14,7.83177570093458,18.88235294117647,42.05607476635514,2.098547067020466,-0.3087386109975018,-0.38544087116250886,0.3087386109975018,0.38544087116250886,1.3046386008348831
MG Johnson,2015,11,321,218,92,52,9,8.8348623853211,19.818181818181817,42.201834862385326,0.970944316947684,0.2988793770263119,-0.2990374924561225,-0.2988793770263119,0.2990374924561225,0.48921118508175104
MG Johnson,2016,3,103,66,21,18,3,9.363636363636363,22.0,31.818181818181817,-0.20215985862526942,0.6565191044764025,-0.23946500651669436,-0.6565191044764025,0.23946500651669436,-0.2722239026093148
MG Johnson,2017,9,135,120,55,19,5,6.75,13.333333333333334,45.83333333333333,0.7452182549050005,-0.9508784295847832,-0.7515958119337806,0.9508784295847832,0.7515958119337806,0.8078729408632523
MG Johnson,2018,2,209,126,44,33,6,9.952380952380953,63.0,34.92063492063492,-0.4450456943401473,0.5267829286649656,4.5702557486864,-0.5267829286649656,-4.5702557486864,-1.0883483727895307
MG Neser,2013,0,59,24,5,10,1,14.75,,20.833333333333336,-0.6414414305515577,3.7261877550968943,,-3.7261877550968943,,
MJ Clarke,2012,3,67,66,22,6,6,6.090909090909091,22.0,33.33333333333333,-0.24533636071597031,-0.9162038010150548,-0.09734610722902602,0.9162038010150548,0.09734610722902602,0.15452805799508665
MJ Guptill,2016,0,0,0,0,0,3,,,0.0,-0.7091639485108657,,,,,
MJ Guptill,2017,0,0,0,0,0,7,,,0.0,-0.7187848652357918,,,,,
MJ Guptill,2019,0,0,0,0,0,3,,,0.0,-0.6646256128631671,,,,,
MJ Henry,2017,2,70,30,7,12,2,14.0,15.0,23.333333333333332,-0.39345083853783797,2.4467044217711025,-0.6155846982055412,-2.4467044217711025,0.6155846982055412,-0.8580715829963105
MJ Henry,2024,1,108,72,24,14,4,9.0,72.0,33.33333333333333,-0.5072335113553447,-0.3408411510791507,3.643334000663133,0.3408411510791507,-3.643334000663133,-0.7232261860211643
MJ Lumb,2010,0,0,0,0,0,11,,,0.0,-0.7358886929133128,,,,,
MJ Lumb,2011,0,0,0,0,0,1,,,0.0,-0.7023003869943175,,,,,
MJ McClenaghan,2015,18,363,282,118,53,12,7.723404255319148,15.666666666666666,41.843971631205676,2.0527318929102516,-0.32954258652717117,-0.5378207515690536,0.32954258652717117,0.5378207515690536,1.3085384297941478
MJ McClenaghan,2016,18,420,320,128,62,14,7.875,17.77777777777778,40.0,2.332860590802712,-0.17778606736182564,-0.4501002145006227,0.17778606736182564,0.4501002145006227,1.4039241773251327
MJ McClenaghan,2017,20,464,324,119,69,14,8.592592592592592,16.2,36.7283950617284,2.534555401743747,-0.08738036136023536,-0.5176566963212088,0.08738036136023536,0.5176566963212088,1.497868083815313
MJ McClenaghan,2018,16,311,240,98,44,11,7.775,15.0,40.833333333333336,1.7600975797537892,-0.6456692958619592,-0.6591172369806619,0.6456692958619592,0.6591172369806619,1.2606220431702713
MJ McClenaghan,2019,3,136,108,44,18,5,7.555555555555555,36.0,40.74074074074074,-0.19323916497343183,-0.5671622543526851,0.7401680144140133,0.5671622543526851,-0.7401680144140133,-0.04715806659168398
MJ Owen,2025,0,0,0,0,0,1,,,0.0,-0.6918613917164442,,,,,
MJ Santner,2019,4,79,84,37,8,4,5.642857142857142,21.0,44.047619047619044,-0.03611034901018674,-1.4429518386924016,-0.2578667600701108,1.4429518386924016,0.2578667600701108,0.4517048736626344
MJ Santner,2020,2,53,42,12,7,2,7.571428571428571,21.0,28.57142857142857,-0.37199746885347906,-0.5023000200078338,-0.39257044603492103,0.5023000200078338,0.39257044603492103,0.004976965038174783
MJ Santner,2022,4,130,114,41,14,6,6.842105263157895,28.5,35.96491228070175,-0.11481427420451726,-0.6941412738797287,0.6242399539927277,0.6941412738797287,-0.6242399539927277,0.05145853825252496
MJ Santner,2023,3,81,72,21,9,3,6.75,24.0,29.166666666666668,-0.21075673272021003,-1.054907935153885,0.054750783189778565,1.054907935153885,-0.054750783189778565,0.19234356007158318
MJ Santner,2024,3,64,54,23,8,3,7.111111111111111,18.0,42.592592592592595,-0.19078036546499527,-0.9228837473069272,-0.3786111157911469,0.9228837473069272,0.3786111157911469,0.22872759055500277
MJ Santner,2025,9,302,237,76,37,13,7.6455696202531644,26.333333333333332,32.06751054852321,0.7445290409128518,-0.8526815796233127,0.22084434736200428,0.8526815796233127,-0.22084434736200428,0.6321687942847617
MJ Suthar,2024,0,26,12,4,4,1,13.0,,33.33333333333333,-0.6654600843005194,0.8917196409326111,,-0.8917196409326111,,
MK Lomror,2018,0,27,18,2,3,2,9.0,,11.11111111111111,-0.7600661620678525,0.013955274415900465,,-0.013955274415900465,,
MK Lomror,2019,0,0,0,0,0,1,,,0.0,-0.6646256128631671,,,,,
MK Lomror,2020,0,0,0,0,0,3,,,0.0,-0.6688039599599783,,,,,
MK Lomror,2021,1,46,42,13,4,4,6.571428571428572,42.0,30.952380952380953,-0.5015924767195639,-0.945514986264714,1.4226213670789511,0.945514986264714,-1.4226213670789511,-0.20561457137818867
MK Lomror,2022,0,18,12,3,2,7,9.0,,25.0,-0.7124776193787166,-0.026537953893472552,,0.026537953893472552,,
MK Lomror,2023,1,17,12,3,2,10,8.5,12.0,25.0,-0.5220511294588948,-0.1982078666932536,-0.8068572194113389,0.1982078666932536,0.8068572194113389,-0.1066371782827152
MK Lomror,2024,0,15,6,1,2,10,15.0,,16.666666666666664,-0.6654600843005194,1.508000036938492,,-1.508000036938492,,
MK Pandey,2008,0,0,0,0,0,2,,,0.0,-0.7229054535541496,,,,,
MK Pandey,2009,0,0,0,0,0,4,,,0.0,-0.7322492347976829,,,,,
MK Pandey,2010,0,0,0,0,0,13,,,0.0,-0.7358886929133128,,,,,
MK Pandey,2011,0,0,0,0,0,9,,,0.0,-0.7023003869943175,,,,,
MK Pandey,2012,0,0,0,0,0,9,,,0.0,-0.7175879219576333,,,,,
MK Pandey,2013,0,0,0,0,0,7,,,0.0,-0.6414414305515577,,,,,
MK Pandey,2014,0,0,0,0,0,16,,,0.0,-0.7346011154146876,,,,,
MK Pandey,2015,0,0,0,0,0,12,,,0.0,-0.729007588136351,,,,,
MK Pandey,2016,0,0,0,0,0,11,,,0.0,-0.7091639485108657,,,,,
MK Pandey,2017,0,0,0,0,0,12,,,0.0,-0.7187848652357918,,,,,
MK Pandey,2018,0,0,0,0,0,13,,,0.0,-0.7600661620678525,,,,,
MK Pandey,2019,0,0,0,0,0,11,,,0.0,-0.6646256128631671,,,,,
MK Pandey,2020,0,0,0,0,0,15,,,0.0,-0.6688039599599783,,,,,
MK Pandey,2021,0,0,0,0,0,8,,,0.0,-0.6553653527941746,,,,,
MK Pandey,2022,0,0,0,0,0,6,,,0.0,-0.7124776193787166,,,,,
MK Pandey,2023,0,0,0,0,0,9,,,0.0,-0.677698327828237,,,,,
MK Pandey,2024,0,0,0,0,0,1,,,0.0,-0.6654600843005194,,,,,
MK Pandey,2025,0,0,0,0,0,3,,,0.0,-0.6918613917164442,,,,,
MK Tiwary,2008,0,0,0,0,0,7,,,0.0,-0.7229054535541496,,,,,
MK Tiwary,2009,0,11,6,0,1,1,11.0,,0.0,-0.7322492347976829,1.6401434820935075,,-1.6401434820935075,,
MK Tiwary,2010,1,10,6,2,1,12,10.0,6.0,33.33333333333333,-0.5531923322593836,0.7460799148402242,-1.2800315566899936,-0.7460799148402242,1.2800315566899936,-0.3360750236912292
MK Tiwary,2011,0,22,12,4,3,14,11.0,,33.33333333333333,-0.7023003869943175,0.8613127538206685,,-0.8613127538206685,,
MK Tiwary,2012,0,0,0,0,0,15,,,0.0,-0.7175879219576333,,,,,
MK Tiwary,2013,0,0,0,0,0,9,,,0.0,-0.6414414305515577,,,,,
MK Tiwary,2014,0,28,12,3,4,8,14.0,,25.0,-0.7346011154146876,2.846757940869266,,-2.846757940869266,,
MK Tiwary,2015,0,0,0,0,0,2,,,0.0,-0.729007588136351,,,,,
MK Tiwary,2017,0,0,0,0,0,13,,,0.0,-0.7187848652357918,,,,,
MK Tiwary,2018,0,7,6,0,0,4,7.0,,0.0,-0.7600661620678525,-1.0629827995071361,,1.0629827995071361,,
ML Hayden,2008,0,0,0,0,0,4,,,0.0,-0.7229054535541496,,,,,
ML Hayden,2009,0,0,0,0,0,12,,,0.0,-0.7322492347976829,,,,,
ML Hayden,2010,0,0,0,0,0,16,,,0.0,-0.7358886929133128,,,,,
MM Ali,2018,6,95,79,26,10,5,7.215189873417721,13.166666666666666,32.91139240506329,0.1849952411152631,-0.9471097156040249,-0.8588502329610012,0.9471097156040249,0.8588502329610012,0.5147078322387524
MM Ali,2019,7,168,150,63,19,11,6.720000000000001,21.428571428571427,42.0,0.43527609887954855,-0.9497478453870637,-0.2293514807991359,0.9497478453870637,0.2293514807991359,0.5587289301197412
MM Ali,2020,1,40,30,8,4,3,8.0,30.0,26.666666666666668,-0.5204007144067286,-0.2626274399416521,0.2562701953663676,0.2626274399416521,-0.2562701953663676,-0.2458726902461603
MM Ali,2021,7,159,152,48,11,15,6.276315789473684,21.714285714285715,31.57894736842105,0.42104477972810106,-1.1282075898879314,-0.13131295048756894,1.1282075898879314,0.13131295048756894,0.5897338483899703
