Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_dot_balls,total_boundaries_conceded,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,Dot_Ball_Percentage
M Theekshana,2025,11,384,252,70,52,11,9.142857142857142,22.90909090909091,27.77777777777778
M Tiwari,2025,0,14,6,0,2,2,14.0,,0.0
M Vijay,2009,0,0,0,0,0,4,,,0.0
M Vijay,2010,0,0,0,0,0,15,,,0.0
M Vijay,2011,0,0,0,0,0,16,,,0.0
M Vijay,2012,0,0,0,0,0,13,,,0.0
M Vijay,2013,0,0,0,0,0,15,,,0.0
M Vijay,2014,0,13,6,2,3,11,13.0,,33.33333333333333
M Vijay,2015,0,28,24,4,2,11,7.0,,16.666666666666664
M Vijay,2016,0,7,6,2,1,14,7.0,,33.33333333333333
M Vijay,2018,0,0,0,0,0,1,,,0.0
M Vijay,2019,0,0,0,0,0,2,,,0.0
M Vijay,2020,0,0,0,0,0,3,,,0.0
M Vohra,2013,0,0,0,0,0,10,,,0.0
M Vohra,2014,0,0,0,0,0,8,,,0.0
M Vohra,2015,0,0,0,0,0,7,,,0.0
M Vohra,2016,0,0,0,0,0,7,,,0.0
M Vohra,2017,0,0,0,0,0,9,,,0.0
M Vohra,2018,0,0,0,0,0,4,,,0.0
M Vohra,2021,0,0,0,0,0,4,,,0.0
M Vohra,2022,0,0,0,0,0,1,,,0.0
M Vohra,2023,0,0,0,0,0,1,,,0.0
M de Lange,2012,3,103,60,17,17,3,10.299999999999999,20.0,28.333333333333332
M de Lange,2014,2,29,24,7,4,1,7.25,12.0,29.166666666666668
M de Lange,2015,1,24,24,15,4,1,6.0,24.0,62.5
MA Agarwal,2011,0,0,0,0,0,7,,,0.0
MA Agarwal,2012,0,0,0,0,0,12,,,0.0
MA Agarwal,2013,0,0,0,0,0,5,,,0.0
MA Agarwal,2014,0,0,0,0,0,8,,,0.0
MA Agarwal,2015,0,0,0,0,0,10,,,0.0
MA Agarwal,2016,0,0,0,0,0,3,,,0.0
MA Agarwal,2017,0,0,0,0,0,3,,,0.0
MA Agarwal,2018,0,0,0,0,0,11,,,0.0
MA Agarwal,2019,0,0,0,0,0,13,,,0.0
MA Agarwal,2020,0,0,0,0,0,11,,,0.0
MA Agarwal,2021,0,0,0,0,0,12,,,0.0
MA Agarwal,2022,0,0,0,0,0,12,,,0.0
MA Agarwal,2023,0,0,0,0,0,10,,,0.0
MA Agarwal,2024,0,0,0,0,0,4,,,0.0
MA Agarwal,2025,0,0,0,0,0,4,,,0.0
MA Khote,2008,2,51,30,5,6,3,10.2,15.0,16.666666666666664
MA Starc,2014,17,381,322,127,51,14,7.099378881987578,18.941176470588236,39.44099378881988
MA Starc,2015,22,273,258,105,34,12,6.348837209302326,11.727272727272727,40.69767441860465
MA Starc,2024,20,414,251,102,70,13,9.896414342629482,12.55,40.63745019920319
MA Starc,2025,19,366,233,84,62,12,9.42489270386266,12.263157894736842,36.05150214592275
MA Wood,2018,0,48,24,5,8,1,12.0,,20.833333333333336
MA Wood,2023,11,124,96,42,17,4,7.75,8.727272727272727,43.75
MB Parmar,2010,0,32,18,4,6,1,10.666666666666666,,22.22222222222222
MC Henriques,2009,2,104,73,24,16,4,8.54794520547945,36.5,32.87671232876712
MC Henriques,2010,1,35,24,10,5,1,8.75,24.0,41.66666666666667
MC Henriques,2013,8,180,127,50,28,10,8.503937007874015,15.875,39.37007874015748
MC Henriques,2014,4,93,60,20,15,4,9.3,15.0,33.33333333333333
MC Henriques,2015,11,151,150,57,15,9,6.039999999999999,13.636363636363637,38.0
MC Henriques,2016,14,409,312,89,45,17,7.865384615384615,22.285714285714285,28.525641025641026
MC Henriques,2017,2,239,144,27,33,12,9.958333333333334,72.0,18.75
MC Henriques,2021,4,44,60,29,4,5,4.3999999999999995,15.0,48.333333333333336
MC Juneja,2013,0,0,0,0,0,7,,,0.0
MD Mishra,2010,0,0,0,0,0,11,,,0.0
MD Mishra,2011,0,0,0,0,0,5,,,0.0
MD Mishra,2012,0,0,0,0,0,1,,,0.0
MD Shanaka,2023,0,0,0,0,0,3,,,0.0
MDKJ Perera,2013,0,0,0,0,0,2,,,0.0
MEK Hussey,2008,0,0,0,0,0,3,,,0.0
MEK Hussey,2010,0,0,0,0,0,3,,,0.0
MEK Hussey,2011,0,0,0,0,0,14,,,0.0
MEK Hussey,2012,0,0,0,0,0,8,,,0.0
MEK Hussey,2013,0,0,0,0,0,17,,,0.0
MEK Hussey,2014,0,0,0,0,0,9,,,0.0
MEK Hussey,2015,0,0,0,0,0,4,,,0.0
MF Maharoof,2008,19,238,216,84,27,10,6.611111111111111,11.368421052631579,38.88888888888889
MF Maharoof,2009,4,58,60,27,6,3,5.8,15.0,45.0
MF Maharoof,2010,10,196,144,54,30,7,8.166666666666668,14.4,37.5
MG Bracewell,2023,6,95,66,26,13,5,8.636363636363637,11.0,39.39393939393939
MG Johnson,2013,24,436,384,188,68,17,6.8125,16.0,48.95833333333333
MG Johnson,2014,17,419,321,135,59,14,7.83177570093458,18.88235294117647,42.05607476635514
MG Johnson,2015,11,321,218,92,52,9,8.8348623853211,19.818181818181817,42.201834862385326
MG Johnson,2016,3,103,66,21,18,3,9.363636363636363,22.0,31.818181818181817
MG Johnson,2017,9,135,120,55,19,5,6.75,13.333333333333334,45.83333333333333
MG Johnson,2018,2,209,126,44,33,6,9.952380952380953,63.0,34.92063492063492
MG Neser,2013,0,59,24,5,10,1,14.75,,20.833333333333336
MJ Clarke,2012,3,67,66,22,6,6,6.090909090909091,22.0,33.33333333333333
MJ Guptill,2016,0,0,0,0,0,3,,,0.0
MJ Guptill,2017,0,0,0,0,0,7,,,0.0
MJ Guptill,2019,0,0,0,0,0,3,,,0.0
MJ Henry,2017,2,70,30,7,12,2,14.0,15.0,23.333333333333332
MJ Henry,2024,1,108,72,24,14,4,9.0,72.0,33.33333333333333
MJ Lumb,2010,0,0,0,0,0,11,,,0.0
MJ Lumb,2011,0,0,0,0,0,1,,,0.0
MJ McClenaghan,2015,18,363,282,118,53,12,7.723404255319148,15.666666666666666,41.843971631205676
MJ McClenaghan,2016,18,420,320,128,62,14,7.875,17.77777777777778,40.0
MJ McClenaghan,2017,20,464,324,119,69,14,8.592592592592592,16.2,36.7283950617284
MJ McClenaghan,2018,16,311,240,98,44,11,7.775,15.0,40.833333333333336
MJ McClenaghan,2019,3,136,108,44,18,5,7.555555555555555,36.0,40.74074074074074
MJ Owen,2025,0,0,0,0,0,1,,,0.0
MJ Santner,2019,4,79,84,37,8,4,5.642857142857142,21.0,44.047619047619044
MJ Santner,2020,2,53,42,12,7,2,7.571428571428571,21.0,28.57142857142857
MJ Santner,2022,4,130,114,41,14,6,6.842105263157895,28.5,35.96491228070175
MJ Santner,2023,3,81,72,21,9,3,6.75,24.0,29.166666666666668
MJ Santner,2024,3,64,54,23,8,3,7.111111111111111,18.0,42.592592592592595
MJ Santner,2025,9,302,237,76,37,13,7.6455696202531644,26.333333333333332,32.06751054852321
MJ Suthar,2024,0,26,12,4,4,1,13.0,,33.33333333333333
MK Lomror,2018,0,27,18,2,3,2,9.0,,11.11111111111111
MK Lomror,2019,0,0,0,0,0,1,,,0.0
MK Lomror,2020,0,0,0,0,0,3,,,0.0
MK Lomror,2021,1,46,42,13,4,4,6.571428571428572,42.0,30.952380952380953
MK Lomror,2022,0,18,12,3,2,7,9.0,,25.0
MK Lomror,2023,1,17,12,3,2,10,8.5,12.0,25.0
MK Lomror,2024,0,15,6,1,2,10,15.0,,16.666666666666664
MK Pandey,2008,0,0,0,0,0,2,,,0.0
MK Pandey,2009,0,0,0,0,0,4,,,0.0
MK Pandey,2010,0,0,0,0,0,13,,,0.0
MK Pandey,2011,0,0,0,0,0,9,,,0.0
MK Pandey,2012,0,0,0,0,0,9,,,0.0
MK Pandey,2013,0,0,0,0,0,7,,,0.0
MK Pandey,2014,0,0,0,0,0,16,,,0.0
MK Pandey,2015,0,0,0,0,0,12,,,0.0
MK Pandey,2016,0,0,0,0,0,11,,,0.0
MK Pandey,2017,0,0,0,0,0,12,,,0.0
MK Pandey,2018,0,0,0,0,0,13,,,0.0
MK Pandey,2019,0,0,0,0,0,11,,,0.0
MK Pandey,2020,0,0,0,0,0,15,,,0.0
MK Pandey,2021,0,0,0,0,0,8,,,0.0
MK Pandey,2022,0,0,0,0,0,6,,,0.0
MK Pandey,2023,0,0,0,0,0,9,,,0.0
MK Pandey,2024,0,0,0,0,0,1,,,0.0
MK Pandey,2025,0,0,0,0,0,3,,,0.0
MK Tiwary,2008,0,0,0,0,0,7,,,0.0
MK Tiwary,2009,0,11,6,0,1,1,11.0,,0.0
MK Tiwary,2010,1,10,6,2,1,12,10.0,6.0,33.33333333333333
MK Tiwary,2011,0,22,12,4,3,14,11.0,,33.33333333333333
MK Tiwary,2012,0,0,0,0,0,15,,,0.0
MK Tiwary,2013,0,0,0,0,0,9,,,0.0
MK Tiwary,2014,0,28,12,3,4,8,14.0,,25.0
MK Tiwary,2015,0,0,0,0,0,2,,,0.0
MK Tiwary,2017,0,0,0,0,0,13,,,0.0
MK Tiwary,2018,0,7,6,0,0,4,7.0,,0.0
ML Hayden,2008,0,0,0,0,0,4,,,0.0
ML Hayden,2009,0,0,0,0,0,12,,,0.0
ML Hayden,2010,0,0,0,0,0,16,,,0.0
MM Ali,2018,6,95,79,26,10,5,7.215189873417721,13.166666666666666,32.91139240506329
MM Ali,2019,7,168,150,63,19,11,6.720000000000001,21.428571428571427,42.0
MM Ali,2020,1,40,30,8,4,3,8.0,30.0,26.666666666666668
MM Ali,2021,7,159,152,48,11,15,6.276315789473684,21.714285714285715,31.57894736842105
MM Ali,2022,8,155,143,55,16,10,6.503496503496503,17.875,38.46153846153847
MM Ali,2023,9,194,156,54,21,13,7.461538461538462,17.333333333333332,34.61538461538461
MM Ali,2024,2,70,48,12,6,7,8.75,24.0,25.0
MM Ali,2025,6,133,96,29,14,5,8.3125,16.0,30.208333333333332
MM Patel,2008,16,408,330,141,60,15,7.418181818181818,20.625,42.72727272727273
MM Patel,2009,18,219,209,108,30,11,6.287081339712919,11.61111111111111,51.674641148325364
MM Patel,2010,5,118,78,31,19,4,9.076923076923077,15.6,39.743589743589745
MM Patel,2011,22,355,326,145,53,15,6.533742331288343,14.818181818181818,44.47852760736196
MM Patel,2012,17,354,280,123,48,12,7.585714285714285,16.470588235294116,43.92857142857143
MM Patel,2013,3,136,90,32,21,4,9.066666666666666,30.0,35.55555555555556
MM Patel,2017,1,57,42,10,7,2,8.142857142857142,42.0,23.809523809523807
MM Sharma,2013,21,319,304,161,51,15,6.296052631578948,14.476190476190476,52.960526315789465
MM Sharma,2014,26,451,323,118,64,16,8.377708978328172,12.423076923076923,36.53250773993808
MM Sharma,2015,15,466,342,121,60,16,8.17543859649123,22.8,35.38011695906433
MM Sharma,2016,16,394,291,97,54,14,8.123711340206185,18.1875,33.33333333333333
MM Sharma,2017,13,406,274,87,56,14,8.89051094890511,21.076923076923077,31.751824817518248
MM Sharma,2018,7,312,178,44,47,9,10.51685393258427,25.428571428571427,24.719101123595504
MM Sharma,2019,1,27,18,8,5,1,9.0,18.0,44.44444444444444
MM Sharma,2020,1,44,24,7,5,1,11.0,24.0,29.166666666666668
MM Sharma,2023,31,358,265,86,44,14,8.10566037735849,8.548387096774194,32.45283018867924
MM Sharma,2024,16,408,234,53,54,12,10.461538461538462,14.625,22.64957264957265
MM Sharma,2025,2,239,150,31,30,8,9.559999999999999,75.0,20.666666666666668
MN Samuels,2012,9,211,172,66,27,8,7.3604651162790695,19.11111111111111,38.372093023255815
MN Samuels,2013,1,33,24,8,4,2,8.25,24.0,33.33333333333333
MN Samuels,2017,0,34,18,5,4,5,11.333333333333332,,27.77777777777778
MN van Wyk,2009,0,0,0,0,0,5,,,0.0
MP Breetzke,2025,0,0,0,0,0,1,,,0.0
MP Stoinis,2016,9,191,138,39,28,7,8.304347826086957,15.333333333333334,28.26086956521739
MP Stoinis,2017,2,104,63,10,12,5,9.904761904761905,31.5,15.873015873015872
MP Stoinis,2018,3,120,66,14,18,7,10.909090909090908,22.0,21.21212121212121
MP Stoinis,2019,2,142,100,30,17,10,8.52,50.0,30.0
MP Stoinis,2020,13,276,178,46,37,17,9.303370786516854,13.692307692307692,25.842696629213485
MP Stoinis,2021,2,109,67,13,14,10,9.761194029850746,33.5,19.402985074626866
MP Stoinis,2022,4,77,42,13,11,11,11.0,10.5,30.952380952380953
MP Stoinis,2023,5,96,65,22,13,15,8.861538461538462,13.0,33.84615384615385
MP Stoinis,2024,5,119,84,32,15,14,8.5,16.8,38.095238095238095
MP Stoinis,2025,1,163,85,20,23,12,11.505882352941176,85.0,23.52941176470588
MP Yadav,2024,8,81,73,39,14,4,6.657534246575342,9.125,53.42465753424658
MP Yadav,2025,2,95,48,18,15,2,11.875,24.0,37.5
MR Marsh,2010,2,83,60,24,14,3,8.3,30.0,40.0
MR Marsh,2011,7,98,85,25,12,5,6.917647058823529,12.142857142857142,29.411764705882355
MR Marsh,2013,7,176,116,35,23,9,9.103448275862068,16.571428571428573,30.17241379310345
MR Marsh,2016,4,44,54,28,4,3,4.888888888888888,13.5,51.85185185185185
MR Marsh,2020,0,6,4,1,1,1,9.0,,25.0
MR Marsh,2022,4,98,72,25,15,8,8.166666666666668,18.0,34.72222222222222
MR Marsh,2023,12,159,121,34,16,9,7.884297520661157,10.083333333333334,28.09917355371901
MR Marsh,2024,1,97,48,9,15,4,12.125,48.0,18.75
MR Marsh,2025,0,0,0,0,0,13,,,0.0
MS Bhandage,2025,0,0,0,0,0,1,,,0.0
MS Bisla,2010,0,0,0,0,0,10,,,0.0
MS Bisla,2011,0,0,0,0,0,5,,,0.0
MS Bisla,2012,0,0,0,0,0,7,,,0.0
MS Bisla,2013,0,0,0,0,0,14,,,0.0
MS Bisla,2014,0,0,0,0,0,1,,,0.0
MS Bisla,2015,0,0,0,0,0,2,,,0.0
MS Dhoni,2008,0,0,0,0,0,14,,,0.0
MS Dhoni,2009,0,0,0,0,0,13,,,0.0
MS Dhoni,2010,0,0,0,0,0,11,,,0.0
MS Dhoni,2011,0,0,0,0,0,13,,,0.0
MS Dhoni,2012,0,0,0,0,0,17,,,0.0
MS Dhoni,2013,0,0,0,0,0,16,,,0.0
MS Dhoni,2014,0,0,0,0,0,15,,,0.0
MS Dhoni,2015,0,0,0,0,0,17,,,0.0
MS Dhoni,2016,0,0,0,0,0,12,,,0.0
MS Dhoni,2017,0,0,0,0,0,15,,,0.0
MS Dhoni,2018,0,0,0,0,0,15,,,0.0
MS Dhoni,2019,0,0,0,0,0,12,,,0.0
MS Dhoni,2020,0,0,0,0,0,12,,,0.0
MS Dhoni,2021,0,0,0,0,0,11,,,0.0
MS Dhoni,2022,0,0,0,0,0,12,,,0.0
MS Dhoni,2023,0,0,0,0,0,12,,,0.0
MS Dhoni,2024,0,0,0,0,0,11,,,0.0
MS Dhoni,2025,0,0,0,0,0,13,,,0.0
MS Gony,2008,18,431,360,154,58,16,7.183333333333334,20.0,42.77777777777778
MS Gony,2009,5,166,102,36,27,7,9.764705882352942,20.4,35.294117647058826
MS Gony,2010,1,89,48,17,17,3,11.125,48.0,35.41666666666667
MS Gony,2011,4,84,54,17,13,3,9.333333333333334,13.5,31.48148148148148
MS Gony,2012,4,200,144,58,28,6,8.333333333333332,36.0,40.27777777777778
MS Gony,2013,7,249,168,62,39,8,8.892857142857142,24.0,36.904761904761905
MS Gony,2017,0,29,12,4,6,1,14.5,,33.33333333333333
MS Wade,2011,0,0,0,0,0,3,,,0.0
MS Wade,2022,0,0,0,0,0,10,,,0.0
MS Wade,2024,0,0,0,0,0,1,,,0.0
MV Boucher,2008,0,0,0,0,0,10,,,0.0
MV Boucher,2009,0,0,0,0,0,9,,,0.0
MV Boucher,2010,0,0,0,0,0,2,,,0.0
MV Boucher,2011,0,0,0,0,0,2,,,0.0
MW Short,2023,0,24,24,11,3,6,6.0,,45.83333333333333
Mandeep Singh,2010,0,0,0,0,0,2,,,0.0
Mandeep Singh,2011,0,0,0,0,0,5,,,0.0
Mandeep Singh,2012,0,0,0,0,0,16,,,0.0
Mandeep Singh,2013,0,0,0,0,0,14,,,0.0
Mandeep Singh,2014,0,0,0,0,0,3,,,0.0
Mandeep Singh,2015,0,0,0,0,0,8,,,0.0
Mandeep Singh,2017,0,0,0,0,0,10,,,0.0
Mandeep Singh,2018,0,0,0,0,0,13,,,0.0
Mandeep Singh,2019,0,26,12,1,3,12,13.0,,8.333333333333332
Mandeep Singh,2020,0,0,0,0,0,7,,,0.0
Mandeep Singh,2021,0,0,0,0,0,1,,,0.0
Mandeep Singh,2022,0,0,0,0,0,3,,,0.0
Mandeep Singh,2023,0,0,0,0,0,3,,,0.0
Mashrafe Mortaza,2009,0,50,24,6,7,1,12.5,,25.0
Mayank Dagar,2023,1,83,66,22,10,3,7.545454545454545,66.0,33.33333333333333
Mayank Dagar,2024,1,115,71,21,15,5,9.71830985915493,71.0,29.577464788732392
Misbah-ul-Haq,2008,0,0,0,0,0,8,,,0.0
Mohammad Ashraful,2009,0,0,0,0,0,1,,,0.0
Mohammad Asif,2008,9,288,192,64,45,8,9.0,21.333333333333332,33.33333333333333
Mohammad Hafeez,2008,2,61,60,22,7,8,6.1,30.0,36.666666666666664
Mohammad Nabi,2017,2,58,66,34,6,3,5.2727272727272725,33.0,51.515151515151516
Mohammad Nabi,2018,1,47,30,12,8,2,9.4,30.0,40.0
Mohammad Nabi,2019,8,194,175,65,20,8,6.651428571428571,21.875,37.142857142857146
Mohammad Nabi,2020,0,20,24,4,0,1,5.0,,16.666666666666664
Mohammad Nabi,2021,2,86,48,13,13,3,10.75,24.0,27.083333333333332
Mohammad Nabi,2024,2,109,74,18,12,7,8.837837837837839,37.0,24.324324324324326
Mohammed Shami,2013,1,71,54,21,11,3,7.888888888888889,54.0,38.88888888888889
Mohammed Shami,2014,10,348,264,102,50,12,7.909090909090908,26.4,38.63636363636363
Mohammed Shami,2016,8,234,151,39,35,8,9.298013245033111,18.875,25.82781456953642
Mohammed Shami,2017,8,230,156,55,35,8,8.846153846153847,19.5,35.256410256410255
Mohammed Shami,2018,3,142,83,28,21,4,10.265060240963855,27.666666666666668,33.734939759036145
Mohammed Shami,2019,22,461,324,111,66,14,8.537037037037038,14.727272727272727,34.25925925925926
Mohammed Shami,2020,23,448,330,134,67,14,8.145454545454546,14.347826086956522,40.60606060606061
Mohammed Shami,2021,20,387,316,141,58,14,7.348101265822786,15.8,44.620253164556964
Mohammed Shami,2022,21,460,366,169,68,16,7.540983606557377,17.428571428571427,46.17486338797814
Mohammed Shami,2023,28,503,390,184,77,17,7.738461538461539,13.928571428571429,47.179487179487175
Mohammed Shami,2025,6,326,180,55,54,9,10.866666666666667,30.0,30.555555555555557
Mohammed Siraj,2017,10,209,138,48,31,6,9.08695652173913,13.8,34.78260869565217
Mohammed Siraj,2018,12,345,246,85,44,11,8.414634146341463,20.5,34.552845528455286
Mohammed Siraj,2019,8,243,169,67,38,9,8.627218934911243,21.125,39.64497041420118
Mohammed Siraj,2020,11,221,163,72,35,9,8.134969325153374,14.818181818181818,44.171779141104295
Mohammed Siraj,2021,11,344,312,140,50,15,6.615384615384616,28.363636363636363,44.871794871794876
Mohammed Siraj,2022,9,484,306,122,75,15,9.490196078431373,34.0,39.869281045751634
Mohammed Siraj,2023,20,335,300,151,54,14,6.7,15.0,50.33333333333333
Mohammed Siraj,2024,15,469,324,121,70,14,8.685185185185185,21.6,37.34567901234568
Mohammed Siraj,2025,16,497,342,141,82,15,8.719298245614034,21.375,41.228070175438596
Mohit Rathee,2023,0,29,12,3,5,1,14.5,,25.0
Mohsin Khan,2022,14,185,198,105,23,9,5.606060606060606,14.142857142857142,53.03030303030303
Mohsin Khan,2023,3,103,60,22,16,4,10.299999999999999,20.0,36.666666666666664
Mohsin Khan,2024,10,375,228,82,57,10,9.868421052631579,22.8,35.96491228070175
Monu Kumar,2020,0,14,12,4,2,1,7.0,,33.33333333333333
Mujeeb Ur Rahman,2018,15,282,248,90,30,11,6.822580645161291,16.533333333333335,36.29032258064516
Mujeeb Ur Rahman,2019,3,175,114,36,22,5,9.210526315789474,38.0,31.57894736842105
Mujeeb Ur Rahman,2020,0,80,48,12,9,2,10.0,,25.0
Mujeeb Ur Rahman,2021,2,27,24,9,3,1,6.75,12.0,37.5
Mujeeb Ur Rahman,2025,1,23,12,4,4,1,11.5,12.0,33.33333333333333
Mukesh Choudhary,2022,16,406,273,118,64,13,8.923076923076923,17.0625,43.223443223443226
Mukesh Choudhary,2024,0,20,6,2,4,1,20.0,,33.33333333333333
Mukesh Choudhary,2025,1,71,36,11,13,2,11.833333333333334,36.0,30.555555555555557
Mukesh Kumar,2023,9,313,186,63,48,10,10.096774193548388,20.666666666666668,33.87096774193548
Mukesh Kumar,2024,22,358,213,67,59,10,10.084507042253522,9.681818181818182,31.455399061032864
Mukesh Kumar,2025,14,385,237,79,59,12,9.746835443037973,16.928571428571427,33.33333333333333
Musheer Khan,2025,1,27,12,1,4,1,13.5,12.0,8.333333333333332
Mustafizur Rahman,2016,19,411,366,137,42,16,6.737704918032787,19.263157894736842,37.43169398907104
Mustafizur Rahman,2017,0,33,16,3,5,1,12.375,,18.75
Mustafizur Rahman,2018,9,227,165,57,31,7,8.254545454545454,18.333333333333332,34.54545454545455
Mustafizur Rahman,2021,18,415,311,106,52,14,8.006430868167202,17.27777777777778,34.08360128617363
Mustafizur Rahman,2022,9,237,192,72,31,8,7.40625,21.333333333333332,37.5
Mustafizur Rahman,2023,1,79,42,13,14,2,11.285714285714285,42.0,30.952380952380953
Mustafizur Rahman,2024,14,290,206,76,45,9,8.446601941747574,14.714285714285714,36.89320388349515
Mustafizur Rahman,2025,4,87,66,23,10,3,7.909090909090908,16.5,34.84848484848485
N Burger,2024,7,138,102,46,23,5,8.117647058823529,14.571428571428571,45.09803921568628
N Jagadeesan,2020,0,0,0,0,0,2,,,0.0
N Jagadeesan,2022,0,0,0,0,0,2,,,0.0
N Jagadeesan,2023,0,0,0,0,0,6,,,0.0
N Pooran,2019,0,0,0,0,0,6,,,0.0
N Pooran,2020,0,0,0,0,0,14,,,0.0
N Pooran,2021,0,0,0,0,0,10,,,0.0
N Pooran,2022,0,0,0,0,0,13,,,0.0
N Pooran,2023,0,0,0,0,0,15,,,0.0
N Pooran,2024,0,0,0,0,0,14,,,0.0
N Pooran,2025,0,0,0,0,0,14,,,0.0
N Rana,2016,0,3,6,3,0,4,3.0,,50.0
N Rana,2017,0,0,0,0,0,12,,,0.0
N Rana,2018,4,43,37,17,7,15,6.972972972972972,9.25,45.94594594594595
N Rana,2019,3,70,48,14,9,12,8.75,16.0,29.166666666666668
N Rana,2020,0,22,12,0,3,14,11.0,,0.0
N Rana,2021,0,12,12,5,1,16,6.0,,41.66666666666667
N Rana,2022,0,23,12,1,4,14,11.5,,8.333333333333332
N Rana,2023,3,74,53,18,10,14,8.377358490566037,17.666666666666668,33.9622641509434
N Rana,2024,0,0,0,0,0,2,,,0.0
N Rana,2025,0,18,12,0,2,11,9.0,,0.0
N Saini,2012,0,0,0,0,0,10,,,0.0
N Thushara,2024,8,236,156,49,35,7,9.076923076923077,19.5,31.41025641025641
N Thushara,2025,1,24,24,9,3,1,6.0,24.0,37.5
N Wadhera,2023,0,0,0,0,0,10,,,0.0
N Wadhera,2024,0,13,12,2,1,6,6.5,,16.666666666666664
N Wadhera,2025,0,9,5,1,1,15,10.8,,20.0
NA Saini,2023,0,23,12,2,4,1,11.5,,16.666666666666664
NB Singh,2017,1,14,24,13,2,2,3.5,24.0,54.166666666666664
ND Doshi,2010,1,16,24,14,1,1,4.0,24.0,58.333333333333336
ND Doshi,2011,1,62,32,10,10,3,11.625,32.0,31.25
NJ Maddinson,2014,0,0,0,0,0,2,,,0.0
NJ Maddinson,2015,0,0,0,0,0,1,,,0.0
NJ Rimmington,2011,0,19,18,9,3,1,6.333333333333334,,50.0
NK Patel,2008,0,0,0,0,0,4,,,0.0
NK Patel,2009,0,0,0,0,0,2,,,0.0
NL McCullum,2011,0,34,30,10,3,2,6.8,,33.33333333333333
NLTC Perera,2010,0,19,6,0,4,1,19.0,,0.0
NLTC Perera,2011,5,109,84,24,14,4,7.7857142857142865,16.8,28.57142857142857
NLTC Perera,2012,0,27,15,2,3,2,10.8,,13.333333333333334
NLTC Perera,2013,21,463,358,136,66,16,7.759776536312849,17.047619047619047,37.988826815642454
NLTC Perera,2015,1,54,36,9,8,2,9.0,36.0,25.0
NLTC Perera,2016,10,323,199,56,46,12,9.738693467336685,19.9,28.14070351758794
NM Coulter-Nile,2013,1,28,24,11,5,1,7.0,24.0,45.83333333333333
NM Coulter-Nile,2014,2,21,24,12,3,1,5.25,12.0,50.0
NM Coulter-Nile,2015,16,312,255,117,46,11,7.341176470588236,15.9375,45.88235294117647
NM Coulter-Nile,2016,4,106,90,37,16,4,7.066666666666666,22.5,41.11111111111111
NM Coulter-Nile,2017,16,220,170,70,34,8,7.764705882352942,10.625,41.17647058823529
NM Coulter-Nile,2020,6,195,156,69,26,7,7.5,26.0,44.230769230769226
NM Coulter-Nile,2021,7,126,120,49,17,5,6.300000000000001,17.142857142857142,40.833333333333336
NM Coulter-Nile,2022,0,46,18,3,8,1,15.333333333333332,,16.666666666666664
NS Naik,2016,0,0,0,0,0,2,,,0.0
NS Naik,2019,0,0,0,0,0,1,,,0.0
NS Naik,2020,0,0,0,0,0,1,,,0.0
NT Ellis,2021,1,88,66,23,11,3,8.0,66.0,34.84848484848485
NT Ellis,2022,3,51,36,14,8,2,8.5,12.0,38.88888888888889
NT Ellis,2023,13,326,228,65,40,10,8.578947368421053,17.53846153846154,28.50877192982456
NT Ellis,2024,1,24,24,10,3,1,6.0,24.0,41.66666666666667
NT Ellis,2025,1,37,24,5,4,1,9.25,24.0,20.833333333333336
NV Ojha,2009,0,0,0,0,0,8,,,0.0
NV Ojha,2010,0,0,0,0,0,14,,,0.0
NV Ojha,2011,0,0,0,0,0,14,,,0.0
NV Ojha,2012,0,0,0,0,0,16,,,0.0
NV Ojha,2013,0,0,0,0,0,2,,,0.0
NV Ojha,2014,0,0,0,0,0,10,,,0.0
NV Ojha,2015,0,0,0,0,0,11,,,0.0
NV Ojha,2016,0,0,0,0,0,13,,,0.0
NV Ojha,2017,0,0,0,0,0,5,,,0.0
NV Ojha,2018,0,0,0,0,0,1,,,0.0
Naman Dhir,2024,0,54,28,3,7,7,11.571428571428571,,10.714285714285714
Naman Dhir,2025,1,21,24,8,1,12,5.25,24.0,33.33333333333333
Navdeep Saini,2019,12,374,288,135,63,13,7.791666666666667,24.0,46.875
Navdeep Saini,2020,8,366,280,115,52,13,7.842857142857143,35.0,41.07142857142857
Navdeep Saini,2021,0,50,24,4,8,2,12.5,,16.666666666666664
Navdeep Saini,2022,3,65,36,9,10,2,10.833333333333334,12.0,25.0
Navdeep Saini,2023,3,39,24,9,7,1,9.75,8.0,37.5
Naveen-ul-Haq,2023,11,208,168,64,24,7,7.428571428571429,15.272727272727273,38.095238095238095
Naveen-ul-Haq,2024,15,356,219,69,53,10,9.753424657534246,14.6,31.506849315068493
Nithish Kumar Reddy,2023,0,53,30,10,7,2,10.6,,33.33333333333333
Nithish Kumar Reddy,2024,4,145,79,19,21,11,11.012658227848101,19.75,24.050632911392405
Nithish Kumar Reddy,2025,3,43,30,9,5,12,8.6,10.0,30.0
Noor Ahmad,2023,15,352,283,100,41,13,7.4628975265017665,18.866666666666667,35.3356890459364
Noor Ahmad,2024,8,284,209,71,36,10,8.15311004784689,26.125,33.97129186602871
Noor Ahmad,2025,24,384,300,102,46,14,7.68,12.5,34.0
O Thomas,2019,5,75,60,17,10,4,7.5,12.0,28.333333333333332
