Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_dot_balls,total_boundaries_conceded,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,Dot_Ball_Percentage
OA Shah,2010,0,0,0,0,0,5,,,0.0
OA Shah,2011,0,0,0,0,0,2,,,0.0
OA Shah,2012,0,0,0,0,0,13,,,0.0
OA Shah,2013,0,0,0,0,0,2,,,0.0
OC McCoy,2022,11,219,155,47,27,7,8.477419354838709,14.090909090909092,30.32258064516129
OC McCoy,2023,0,12,6,2,2,1,12.0,,33.33333333333333
OF Smith,2022,7,172,90,35,28,6,11.466666666666667,12.857142857142858,38.88888888888889
P Amarnath,2008,7,236,132,29,37,6,10.727272727272727,18.857142857142858,21.96969696969697
P Awana,2012,18,358,282,112,48,12,7.617021276595745,15.666666666666666,39.71631205673759
P Awana,2013,16,396,324,133,54,14,7.333333333333334,20.25,41.04938271604938
P Awana,2014,9,236,141,48,39,7,10.042553191489361,15.666666666666666,34.04255319148936
P Chopra,2018,0,0,0,0,0,1,,,0.0
P Dogra,2010,0,0,0,0,0,8,,,0.0
P Dogra,2012,0,0,0,0,0,3,,,0.0
P Dogra,2013,0,0,0,0,0,1,,,0.0
P Dubey,2020,0,72,48,12,9,3,9.0,,25.0
P Dubey,2023,1,18,18,8,2,1,6.0,18.0,44.44444444444444
P Dubey,2025,1,20,12,3,4,1,10.0,12.0,25.0
P Kumar,2008,12,352,268,109,52,13,7.880597014925373,22.333333333333332,40.67164179104478
P Kumar,2009,16,380,298,121,49,13,7.651006711409396,18.625,40.604026845637584
P Kumar,2010,12,358,270,109,52,12,7.955555555555556,22.5,40.370370370370374
P Kumar,2011,10,334,276,137,55,13,7.260869565217392,27.6,49.63768115942029
P Kumar,2012,12,412,378,168,57,16,6.5396825396825395,31.5,44.44444444444444
P Kumar,2013,13,355,338,155,46,15,6.301775147928994,26.0,45.857988165680474
P Kumar,2014,4,77,72,33,10,3,6.416666666666666,18.0,45.83333333333333
P Kumar,2015,7,315,216,71,44,12,8.75,30.857142857142858,32.870370370370374
P Kumar,2016,10,383,309,132,56,16,7.436893203883495,30.9,42.71844660194174
P Kumar,2017,6,140,99,40,22,6,8.484848484848484,16.5,40.4040404040404
P Negi,2012,7,151,132,49,16,7,6.863636363636364,18.857142857142858,37.121212121212125
P Negi,2013,0,26,24,3,1,1,6.5,,12.5
P Negi,2014,1,74,42,8,9,2,10.571428571428571,42.0,19.047619047619047
P Negi,2015,7,249,180,53,29,10,8.3,25.714285714285715,29.444444444444446
P Negi,2016,2,84,54,11,11,7,9.333333333333334,27.0,20.37037037037037
P Negi,2017,17,190,193,80,17,12,5.9067357512953365,11.352941176470589,41.45077720207254
P Negi,2018,1,49,24,9,7,2,12.25,24.0,37.5
P Negi,2019,3,99,67,24,14,5,8.865671641791046,22.333333333333332,35.82089552238806
P Parameswaran,2011,4,128,94,41,20,5,8.170212765957446,23.5,43.61702127659575
P Parameswaran,2012,5,85,60,23,13,3,8.5,12.0,38.333333333333336
P Prasanth,2011,0,18,6,3,3,1,18.0,,50.0
P Ray Barman,2019,0,56,24,2,7,1,14.0,,8.333333333333332
P Sahu,2016,3,144,105,24,16,5,8.228571428571428,35.0,22.857142857142858
P Simran Singh,2019,0,0,0,0,0,1,,,0.0
P Simran Singh,2020,0,0,0,0,0,2,,,0.0
P Simran Singh,2021,0,0,0,0,0,2,,,0.0
P Simran Singh,2022,0,0,0,0,0,1,,,0.0
P Simran Singh,2023,0,0,0,0,0,14,,,0.0
P Simran Singh,2024,0,0,0,0,0,14,,,0.0
P Simran Singh,2025,0,0,0,0,0,18,,,0.0
P Suyal,2013,1,20,18,9,3,1,6.666666666666667,18.0,50.0
P Suyal,2014,1,32,18,8,6,1,10.666666666666666,18.0,44.44444444444444
P Suyal,2015,0,85,60,19,12,3,8.5,,31.666666666666664
PA Patel,2008,0,0,0,0,0,13,,,0.0
PA Patel,2009,0,0,0,0,0,9,,,0.0
PA Patel,2010,0,0,0,0,0,4,,,0.0
PA Patel,2011,0,0,0,0,0,13,,,0.0
PA Patel,2012,0,0,0,0,0,12,,,0.0
PA Patel,2013,0,0,0,0,0,13,,,0.0
PA Patel,2014,0,0,0,0,0,12,,,0.0
PA Patel,2015,0,0,0,0,0,14,,,0.0
PA Patel,2016,0,0,0,0,0,10,,,0.0
PA Patel,2017,0,0,0,0,0,16,,,0.0
PA Patel,2018,0,0,0,0,0,6,,,0.0
PA Patel,2019,0,0,0,0,0,14,,,0.0
PA Reddy,2012,0,0,0,0,0,3,,,0.0
PA Reddy,2013,0,0,0,0,0,7,,,0.0
PBB Rajapaksa,2022,0,0,0,0,0,9,,,0.0
PBB Rajapaksa,2023,0,0,0,0,0,4,,,0.0
PC Valthaty,2009,0,0,0,0,0,2,,,0.0
PC Valthaty,2011,7,183,145,43,19,14,7.572413793103449,20.714285714285715,29.655172413793103
PC Valthaty,2012,0,16,6,1,3,6,16.0,,16.666666666666664
PC Valthaty,2013,0,0,0,0,0,1,,,0.0
PD Collingwood,2010,5,100,89,24,7,7,6.741573033707866,17.8,26.96629213483146
PD Salt,2023,0,0,0,0,0,9,,,0.0
PD Salt,2024,0,0,0,0,0,12,,,0.0
PD Salt,2025,0,0,0,0,0,13,,,0.0
PH Solanki,2022,2,38,36,11,3,2,6.333333333333334,18.0,30.555555555555557
PHKD Mendis,2025,2,60,42,11,7,5,8.571428571428571,21.0,26.190476190476193
PJ Cummins,2014,2,29,24,12,4,1,7.25,12.0,50.0
PJ Cummins,2015,1,87,60,22,13,3,8.7,60.0,36.666666666666664
PJ Cummins,2017,16,361,277,84,46,12,7.819494584837546,17.3125,30.324909747292416
PJ Cummins,2020,12,393,312,133,58,14,7.5576923076923075,26.0,42.628205128205124
PJ Cummins,2021,9,226,161,60,30,7,8.422360248447205,17.88888888888889,37.267080745341616
PJ Cummins,2022,8,200,119,33,29,5,10.084033613445378,14.875,27.73109243697479
PJ Cummins,2024,18,556,366,123,82,16,9.114754098360656,20.333333333333332,33.60655737704918
PJ Cummins,2025,16,435,298,111,63,14,8.758389261744966,18.625,37.24832214765101
PJ Sangwan,2008,7,199,144,47,27,7,8.291666666666666,20.571428571428573,32.63888888888889
PJ Sangwan,2009,18,339,280,112,44,13,7.264285714285714,15.555555555555555,40.0
PJ Sangwan,2010,9,244,186,70,32,8,7.870967741935484,20.666666666666668,37.634408602150536
PJ Sangwan,2012,1,37,24,5,5,1,9.25,24.0,20.833333333333336
PJ Sangwan,2013,0,47,24,7,8,2,11.75,,29.166666666666668
PJ Sangwan,2016,0,48,24,9,8,2,12.0,,37.5
PJ Sangwan,2017,6,179,108,44,32,5,9.944444444444445,18.0,40.74074074074074
PJ Sangwan,2018,0,19,12,4,4,1,9.5,,33.33333333333333
PJ Sangwan,2022,3,63,54,21,9,3,7.0,18.0,38.88888888888889
PK Garg,2020,0,0,0,0,0,10,,,0.0
PK Garg,2021,0,0,0,0,0,5,,,0.0
PK Garg,2022,0,0,0,0,0,2,,,0.0
PK Garg,2023,0,0,0,0,0,2,,,0.0
PM Sarvesh Kumar,2008,1,41,30,11,7,2,8.2,30.0,36.666666666666664
PN Mankad,2022,0,0,0,0,0,1,,,0.0
PN Mankad,2023,0,0,0,0,0,4,,,0.0
PP Chawla,2008,19,375,281,110,49,15,8.007117437722421,14.789473684210526,39.14590747330961
PP Chawla,2009,12,303,269,111,33,14,6.758364312267657,22.416666666666668,41.2639405204461
PP Chawla,2010,13,361,294,94,39,14,7.36734693877551,22.615384615384617,31.97278911564626
PP Chawla,2011,16,324,248,93,42,12,7.838709677419354,15.5,37.5
PP Chawla,2012,18,413,342,124,44,16,7.245614035087719,19.0,36.25730994152047
PP Chawla,2013,11,416,350,117,45,16,7.131428571428572,31.818181818181817,33.42857142857143
PP Chawla,2014,14,302,237,79,33,11,7.6455696202531644,16.928571428571427,33.33333333333333
PP Chawla,2015,12,262,210,65,28,13,7.485714285714286,17.5,30.952380952380953
PP Chawla,2016,12,265,212,81,28,12,7.5,17.666666666666668,38.20754716981132
PP Chawla,2017,6,177,120,36,22,6,8.850000000000001,20.0,30.0
PP Chawla,2018,13,410,294,106,60,15,8.36734693877551,22.615384615384617,36.054421768707485
PP Chawla,2019,10,399,267,84,52,13,8.96629213483146,26.7,31.46067415730337
PP Chawla,2020,7,188,126,37,23,7,8.952380952380953,18.0,29.365079365079367
PP Chawla,2021,1,38,24,3,4,1,9.5,24.0,12.5
PP Chawla,2023,21,490,366,120,61,16,8.032786885245901,17.428571428571427,32.78688524590164
PP Chawla,2024,13,303,210,65,34,11,8.657142857142857,16.153846153846153,30.952380952380953
PP Ojha,2008,10,264,222,70,30,12,7.135135135135135,22.2,31.53153153153153
PP Ojha,2009,21,342,321,103,31,15,6.392523364485981,15.285714285714286,32.087227414330215
PP Ojha,2010,22,418,353,133,47,16,7.1048158640226635,16.045454545454547,37.6770538243626
PP Ojha,2011,12,264,221,86,30,10,7.167420814479637,18.416666666666668,38.91402714932127
PP Ojha,2012,10,205,180,66,19,9,6.833333333333333,18.0,36.666666666666664
PP Ojha,2013,18,373,314,108,42,15,7.127388535031848,17.444444444444443,34.394904458598724
PP Ojha,2014,5,366,276,100,42,12,7.956521739130434,55.2,36.231884057971016
PP Ojha,2015,0,23,12,1,2,1,11.5,,8.333333333333332
PP Shaw,2018,0,0,0,0,0,9,,,0.0
PP Shaw,2019,0,0,0,0,0,16,,,0.0
PP Shaw,2020,0,0,0,0,0,13,,,0.0
PP Shaw,2021,0,0,0,0,0,15,,,0.0
PP Shaw,2022,0,0,0,0,0,10,,,0.0
PP Shaw,2023,0,0,0,0,0,8,,,0.0
PP Shaw,2024,0,0,0,0,0,8,,,0.0
PR Shah,2008,0,0,0,0,0,4,,,0.0
PR Shah,2009,0,0,0,0,0,4,,,0.0
PR Shah,2011,0,0,0,0,0,1,,,0.0
PSP Handscomb,2016,0,0,0,0,0,1,,,0.0
PV Tambe,2013,1,84,66,20,11,3,7.636363636363637,66.0,30.303030303030305
PV Tambe,2014,14,342,294,89,35,13,6.979591836734693,21.0,30.272108843537417
PV Tambe,2015,7,266,204,69,29,10,7.8235294117647065,29.142857142857142,33.82352941176471
PV Tambe,2016,5,142,96,26,17,7,8.875,19.2,27.083333333333332
PVD Chameera,2022,11,361,264,117,60,12,8.204545454545455,24.0,44.31818181818182
PVD Chameera,2024,0,47,18,5,8,1,15.666666666666668,,27.77777777777778
PVD Chameera,2025,4,188,102,24,26,6,11.058823529411764,25.5,23.52941176470588
PVSN Raju,2025,2,48,24,3,7,2,12.0,12.0,12.5
PWA Mulder,2025,0,16,6,1,3,1,16.0,,16.666666666666664
PWH de Silva,2021,0,60,36,11,8,2,10.0,,30.555555555555557
PWH de Silva,2022,27,425,342,137,52,16,7.4561403508771935,12.666666666666666,40.058479532163744
PWH de Silva,2023,9,256,174,54,32,8,8.827586206896552,19.333333333333332,31.03448275862069
PWH de Silva,2025,11,366,246,62,43,11,8.926829268292682,22.363636363636363,25.203252032520325
Pankaj Singh,2008,0,123,72,18,17,5,10.25,,25.0
Pankaj Singh,2009,2,62,42,12,7,3,8.857142857142858,21.0,28.57142857142857
Pankaj Singh,2010,2,74,48,21,12,2,9.25,24.0,43.75
Pankaj Singh,2011,0,23,12,3,4,1,11.5,,25.0
Pankaj Singh,2012,7,169,126,57,29,6,8.047619047619047,18.0,45.23809523809524
Parvez Rasool,2013,1,28,30,12,3,2,5.6,30.0,40.0
Parvez Rasool,2014,1,80,54,14,9,3,8.88888888888889,54.0,25.925925925925924
Parvez Rasool,2015,1,31,30,12,3,2,6.200000000000001,30.0,40.0
Parvez Rasool,2016,1,129,84,22,18,4,9.214285714285715,84.0,26.190476190476193
Prince Yadav,2025,5,218,137,42,31,6,9.547445255474454,27.4,30.656934306569344
Priyansh Arya,2025,0,0,0,0,0,18,,,0.0
Q de Kock,2013,0,0,0,0,0,3,,,0.0
Q de Kock,2014,0,0,0,0,0,7,,,0.0
Q de Kock,2015,0,0,0,0,0,3,,,0.0
Q de Kock,2016,0,0,0,0,0,13,,,0.0
Q de Kock,2018,0,0,0,0,0,8,,,0.0
Q de Kock,2019,0,0,0,0,0,16,,,0.0
Q de Kock,2020,0,0,0,0,0,16,,,0.0
Q de Kock,2021,0,0,0,0,0,11,,,0.0
Q de Kock,2022,0,0,0,0,0,15,,,0.0
Q de Kock,2023,0,0,0,0,0,4,,,0.0
Q de Kock,2024,0,0,0,0,0,11,,,0.0
Q de Kock,2025,0,0,0,0,0,8,,,0.0
R Ashwin,2009,2,13,24,11,0,1,3.25,12.0,45.83333333333333
R Ashwin,2010,13,284,288,124,33,12,5.916666666666667,22.153846153846153,43.05555555555556
R Ashwin,2011,21,376,378,157,40,16,5.968253968253968,18.0,41.53439153439153
R Ashwin,2012,19,419,395,141,38,18,6.364556962025317,20.789473684210527,35.69620253164557
R Ashwin,2013,15,384,348,121,37,18,6.620689655172414,23.2,34.770114942528735
R Ashwin,2014,17,414,359,130,42,16,6.919220055710306,21.11764705882353,36.211699164345404
R Ashwin,2015,10,219,234,114,22,13,5.615384615384615,23.4,48.717948717948715
R Ashwin,2016,10,299,264,93,32,14,6.795454545454545,26.4,35.22727272727273
R Ashwin,2018,11,399,304,76,39,14,7.875,27.636363636363637,25.0
R Ashwin,2019,17,388,330,100,35,14,7.054545454545455,19.41176470588235,30.303030303030305
R Ashwin,2020,15,385,306,99,43,15,7.549019607843137,20.4,32.35294117647059
R Ashwin,2021,8,320,268,92,35,13,7.164179104477611,33.5,34.32835820895522
R Ashwin,2022,13,481,402,119,45,17,7.17910447761194,30.923076923076923,29.601990049751244
R Ashwin,2023,15,352,294,88,34,13,7.183673469387755,19.6,29.931972789115648
R Ashwin,2024,9,439,330,87,43,14,7.981818181818182,36.666666666666664,26.36363636363636
R Ashwin,2025,6,280,186,54,36,9,9.032258064516128,31.0,29.03225806451613
R Bhatia,2008,9,180,132,48,23,9,8.181818181818182,14.666666666666666,36.36363636363637
R Bhatia,2009,11,142,130,42,14,8,6.553846153846154,11.818181818181818,32.30769230769231
R Bhatia,2010,3,130,96,23,15,5,8.125,32.0,23.958333333333336
R Bhatia,2011,10,204,192,56,19,13,6.375,19.2,29.166666666666668
R Bhatia,2012,17,384,319,82,34,17,7.222570532915361,18.764705882352942,25.705329153605017
R Bhatia,2013,11,327,263,59,31,15,7.4600760456273765,23.90909090909091,22.433460076045627
R Bhatia,2014,13,279,228,56,24,12,7.342105263157894,17.53846153846154,24.561403508771928
R Bhatia,2015,0,46,30,7,5,2,9.200000000000001,,23.333333333333332
R Bhatia,2016,6,239,204,54,20,10,7.029411764705882,34.0,26.47058823529412
R Bhatia,2017,2,53,42,9,4,3,7.571428571428571,21.0,21.428571428571427
R Bishnoi,2009,0,0,0,0,0,3,,,0.0
R Dhawan,2013,2,103,90,34,12,5,6.866666666666666,45.0,37.77777777777778
R Dhawan,2014,15,346,284,85,36,13,7.309859154929577,18.933333333333334,29.929577464788732
R Dhawan,2015,1,102,72,20,13,5,8.5,72.0,27.77777777777778
R Dhawan,2016,2,53,42,12,6,2,7.571428571428571,21.0,28.57142857142857
R Dhawan,2022,6,151,114,31,16,6,7.947368421052631,19.0,27.192982456140353
R Dhawan,2023,1,60,42,19,10,5,8.571428571428571,42.0,45.23809523809524
R Dhawan,2024,0,34,18,4,5,1,11.333333333333332,,22.22222222222222
R Dravid,2008,0,0,0,0,0,14,,,0.0
R Dravid,2009,0,0,0,0,0,12,,,0.0
R Dravid,2010,0,0,0,0,0,11,,,0.0
R Dravid,2011,0,0,0,0,0,12,,,0.0
R Dravid,2012,0,0,0,0,0,16,,,0.0
R Dravid,2013,0,0,0,0,0,17,,,0.0
R Goyal,2023,0,33,24,6,3,1,8.25,,25.0
R McLaren,2010,5,259,204,69,36,10,7.617647058823529,40.8,33.82352941176471
R McLaren,2011,5,168,108,30,26,6,9.333333333333334,21.6,27.77777777777778
R McLaren,2013,4,86,42,17,17,2,12.285714285714285,10.5,40.476190476190474
R Minz,2025,0,0,0,0,0,2,,,0.0
R Ninan,2011,3,65,36,8,8,2,10.833333333333334,12.0,22.22222222222222
R Parag,2019,2,121,84,18,12,7,8.642857142857142,42.0,21.428571428571427
R Parag,2020,0,25,12,3,3,8,12.5,,25.0
R Parag,2021,2,71,37,7,10,10,11.513513513513512,18.5,18.91891891891892
R Parag,2022,1,57,24,3,8,15,14.25,24.0,12.5
R Parag,2023,0,0,0,0,0,7,,,0.0
R Parag,2024,0,26,18,5,3,14,8.666666666666666,,27.77777777777778
R Parag,2025,4,161,120,29,16,14,8.049999999999999,30.0,24.166666666666668
R Powell,2022,0,16,6,0,2,12,16.0,,0.0
R Powell,2023,1,16,12,4,2,3,8.0,12.0,33.33333333333333
R Powell,2024,0,0,0,0,0,7,,,0.0
R Powell,2025,0,0,0,0,0,1,,,0.0
R Rampaul,2013,15,262,232,112,34,10,6.775862068965518,15.466666666666667,48.275862068965516
R Rampaul,2014,2,36,36,18,5,2,6.0,18.0,50.0
R Ravindra,2024,0,7,12,5,0,10,3.5,,41.66666666666667
R Ravindra,2025,0,0,0,0,0,8,,,0.0
R Sai Kishore,2022,6,119,96,26,12,5,7.4375,16.0,27.083333333333332
R Sai Kishore,2024,7,134,90,30,16,5,8.933333333333334,12.857142857142858,33.33333333333333
R Sai Kishore,2025,19,386,255,74,47,15,9.08235294117647,13.421052631578947,29.01960784313726
R Sanjay Yadav,2022,0,21,12,6,4,1,10.5,,50.0
R Sathish,2010,3,78,48,14,11,10,9.75,16.0,29.166666666666668
R Sathish,2011,0,41,31,7,4,5,7.935483870967742,,22.58064516129032
R Sathish,2013,1,51,24,1,7,8,12.75,24.0,4.166666666666666
R Sathish,2016,2,57,36,8,6,4,9.5,18.0,22.22222222222222
R Sharma,2010,6,165,124,40,19,6,7.983870967741935,20.666666666666668,32.25806451612903
R Sharma,2011,17,271,300,128,24,14,5.42,17.647058823529413,42.66666666666667
R Sharma,2012,9,298,222,72,36,11,8.054054054054054,24.666666666666668,32.432432432432435
R Sharma,2013,9,280,246,85,28,11,6.829268292682927,27.333333333333332,34.552845528455286
R Sharma,2014,1,65,36,9,8,2,10.833333333333334,36.0,25.0
R Shepherd,2022,4,93,54,23,15,3,10.333333333333334,13.5,42.592592592592595
R Shepherd,2023,0,0,0,0,0,1,,,0.0
R Shepherd,2024,2,154,72,15,24,6,12.833333333333332,36.0,20.833333333333336
R Shepherd,2025,6,145,84,25,21,7,10.357142857142858,14.0,29.761904761904763
R Shukla,2012,0,30,18,5,5,1,10.0,,27.77777777777778
R Shukla,2013,4,74,48,15,11,3,9.25,12.0,31.25
R Shukla,2014,3,93,54,18,14,3,10.333333333333334,18.0,33.33333333333333
R Tewatia,2014,3,58,54,21,6,3,6.444444444444445,18.0,38.88888888888889
R Tewatia,2015,2,31,18,6,4,1,10.333333333333334,9.0,33.33333333333333
R Tewatia,2017,3,48,54,23,4,3,5.333333333333333,18.0,42.592592592592595
R Tewatia,2018,6,171,132,40,17,8,7.7727272727272725,22.0,30.303030303030305
R Tewatia,2019,2,41,38,19,6,4,6.473684210526316,19.0,50.0
R Tewatia,2020,11,315,276,94,28,14,6.8478260869565215,25.09090909090909,34.05797101449276
R Tewatia,2021,7,333,222,48,38,14,9.0,31.714285714285715,21.62162162162162
R Tewatia,2022,1,76,36,6,10,13,12.666666666666668,36.0,16.666666666666664
R Tewatia,2023,0,14,13,7,2,10,6.461538461538462,,53.84615384615385
R Tewatia,2024,0,0,0,0,0,9,,,0.0
R Tewatia,2025,0,0,0,0,0,11,,,0.0
R Vinay Kumar,2008,7,175,138,59,24,8,7.608695652173914,19.714285714285715,42.7536231884058
R Vinay Kumar,2009,9,266,194,65,34,11,8.22680412371134,21.555555555555557,33.50515463917525
R Vinay Kumar,2010,19,381,277,101,51,14,8.252707581227437,14.578947368421053,36.462093862815884
R Vinay Kumar,2011,17,325,268,103,47,13,7.276119402985074,15.764705882352942,38.43283582089552
R Vinay Kumar,2012,21,464,335,123,64,14,8.31044776119403,15.952380952380953,36.71641791044776
R Vinay Kumar,2013,27,500,367,124,64,16,8.174386920980925,13.592592592592593,33.787465940054496
R Vinay Kumar,2014,10,279,192,56,36,9,8.71875,19.2,29.166666666666668
R Vinay Kumar,2015,8,362,261,93,52,13,8.32183908045977,32.625,35.63218390804598
R Vinay Kumar,2016,4,61,54,25,9,3,6.777777777777777,13.5,46.2962962962963
R Vinay Kumar,2017,2,28,18,6,4,1,9.333333333333334,9.0,33.33333333333333
R Vinay Kumar,2018,2,57,23,8,10,2,14.869565217391305,11.5,34.78260869565217
RA Bawa,2022,0,0,0,0,0,2,,,0.0
RA Bawa,2025,0,0,0,0,0,1,,,0.0
RA Jadeja,2008,1,21,13,6,4,10,9.692307692307693,13.0,46.15384615384615
RA Jadeja,2009,6,146,140,42,12,13,6.257142857142858,23.333333333333332,30.0
RA Jadeja,2011,8,294,252,90,29,14,7.0,31.5,35.714285714285715
RA Jadeja,2012,12,259,210,65,28,16,7.4,17.5,30.952380952380953
RA Jadeja,2013,15,319,259,95,35,18,7.38996138996139,17.266666666666666,36.67953667953668
RA Jadeja,2014,20,436,326,102,47,16,8.024539877300613,16.3,31.28834355828221
RA Jadeja,2015,12,328,256,84,38,17,7.6875,21.333333333333332,32.8125
RA Jadeja,2016,9,305,241,71,30,15,7.593360995850622,26.77777777777778,29.460580912863072
RA Jadeja,2017,5,348,228,57,44,12,9.157894736842106,45.6,25.0
RA Jadeja,2018,12,295,246,78,30,15,7.195121951219512,20.5,31.70731707317073
RA Jadeja,2019,15,341,324,124,32,16,6.314814814814815,21.6,38.2716049382716
RA Jadeja,2020,6,315,218,56,32,14,8.669724770642203,36.333333333333336,25.688073394495415
RA Jadeja,2021,13,334,294,103,33,16,6.816326530612244,22.615384615384617,35.034013605442176
RA Jadeja,2022,6,243,198,64,25,10,7.363636363636363,33.0,32.323232323232325
RA Jadeja,2023,20,420,342,106,41,16,7.368421052631579,17.1,30.994152046783626
RA Jadeja,2024,8,365,282,73,36,14,7.76595744680851,35.25,25.886524822695034
RA Jadeja,2025,10,316,227,76,40,14,8.352422907488986,22.7,33.480176211453745
RA Shaikh,2009,0,11,6,1,2,1,11.0,,16.666666666666664
RA Tripathi,2017,0,12,6,0,2,14,12.0,,0.0
RA Tripathi,2018,0,0,0,0,0,12,,,0.0
RA Tripathi,2019,0,0,0,0,0,7,,,0.0
RA Tripathi,2020,0,0,0,0,0,11,,,0.0
RA Tripathi,2021,0,0,0,0,0,16,,,0.0
RA Tripathi,2022,0,0,0,0,0,14,,,0.0
RA Tripathi,2023,0,0,0,0,0,13,,,0.0
RA Tripathi,2024,0,0,0,0,0,6,,,0.0
RA Tripathi,2025,0,0,0,0,0,5,,,0.0
RD Chahar,2017,2,54,42,16,7,2,7.714285714285715,21.0,38.095238095238095
RD Chahar,2019,13,303,282,123,35,13,6.446808510638299,21.692307692307693,43.61702127659575
RD Chahar,2020,16,428,318,100,49,15,8.075471698113207,19.875,31.446540880503143
RD Chahar,2021,13,315,258,90,32,11,7.325581395348837,19.846153846153847,34.883720930232556
RD Chahar,2022,14,344,280,97,36,13,7.371428571428572,20.0,34.64285714285714
RD Chahar,2023,8,382,298,93,45,14,7.691275167785236,37.25,31.20805369127517
RD Chahar,2024,10,272,186,55,32,9,8.774193548387096,18.6,29.56989247311828
RD Chahar,2025,0,9,6,2,1,1,9.0,,33.33333333333333
RD Gaikwad,2020,0,0,0,0,0,6,,,0.0
RD Gaikwad,2021,0,0,0,0,0,16,,,0.0
RD Gaikwad,2022,0,0,0,0,0,14,,,0.0
RD Gaikwad,2023,0,0,0,0,0,15,,,0.0
RD Gaikwad,2024,0,0,0,0,0,14,,,0.0
RD Gaikwad,2025,0,0,0,0,0,5,,,0.0
RD Rickelton,2025,0,0,0,0,0,14,,,0.0
RE Levi,2012,0,0,0,0,0,6,,,0.0
RE van der Merwe,2009,9,243,204,53,19,10,7.147058823529411,22.666666666666668,25.98039215686275
RE van der Merwe,2010,2,24,24,8,2,1,6.0,12.0,33.33333333333333
RE van der Merwe,2011,6,90,89,36,9,4,6.067415730337078,14.833333333333334,40.44943820224719
RE van der Merwe,2012,4,59,60,26,5,3,5.8999999999999995,15.0,43.333333333333336
RE van der Merwe,2013,4,70,66,25,7,3,6.363636363636363,16.5,37.878787878787875
RG More,2015,1,57,35,4,6,2,9.771428571428572,35.0,11.428571428571429
RG Sharma,2008,1,24,24,6,2,12,6.0,24.0,25.0
RG Sharma,2009,12,159,138,38,12,16,6.913043478260869,11.5,27.536231884057973
RG Sharma,2010,2,147,114,32,16,16,7.7368421052631575,57.0,28.07017543859649
RG Sharma,2011,0,48,24,4,6,13,12.0,,16.666666666666664
RG Sharma,2012,0,16,6,1,2,16,16.0,,16.666666666666664
RG Sharma,2013,0,5,8,3,0,19,3.75,,37.5
RG Sharma,2014,1,26,18,4,3,15,8.666666666666666,18.0,22.22222222222222
RG Sharma,2015,0,0,0,0,0,16,,,0.0
RG Sharma,2016,0,0,0,0,0,14,,,0.0
RG Sharma,2017,0,0,0,0,0,16,,,0.0
RG Sharma,2018,0,0,0,0,0,14,,,0.0
RG Sharma,2019,0,0,0,0,0,15,,,0.0
RG Sharma,2020,0,0,0,0,0,12,,,0.0
RG Sharma,2021,0,13,7,0,2,13,11.142857142857142,,0.0
RG Sharma,2022,0,0,0,0,0,14,,,0.0
RG Sharma,2023,0,0,0,0,0,16,,,0.0
RG Sharma,2024,0,0,0,0,0,14,,,0.0
RG Sharma,2025,0,0,0,0,0,15,,,0.0
RJ Gleeson,2024,1,67,47,19,10,2,8.553191489361701,47.0,40.42553191489361
RJ Gleeson,2025,1,38,21,5,7,1,10.857142857142858,21.0,23.809523809523807
RJ Harris,2009,6,222,186,84,31,8,7.161290322580646,31.0,45.16129032258064
RJ Harris,2010,15,216,184,81,29,8,7.043478260869566,12.266666666666667,44.02173913043478
RJ Harris,2011,17,359,282,111,53,13,7.638297872340425,16.58823529411765,39.361702127659576
RJ Harris,2012,8,129,108,48,20,5,7.166666666666666,13.5,44.44444444444444
RJ Harris,2013,1,70,72,40,13,3,5.833333333333333,72.0,55.55555555555556
RJ Peterson,2012,3,70,48,21,10,5,8.75,16.0,43.75
RJ Quiney,2009,0,0,0,0,0,7,,,0.0
RJW Topley,2023,1,14,12,7,3,1,7.0,12.0,58.333333333333336
RJW Topley,2024,4,163,90,31,27,4,10.866666666666667,22.5,34.44444444444444
RJW Topley,2025,0,40,18,6,6,1,13.333333333333334,,33.33333333333333
RK Bhui,2018,0,0,0,0,0,1,,,0.0
RK Bhui,2019,0,0,0,0,0,1,,,0.0
RK Bhui,2024,0,0,0,0,0,2,,,0.0
RK Singh,2018,0,0,0,0,0,4,,,0.0
RK Singh,2019,0,0,0,0,0,3,,,0.0
RK Singh,2020,0,0,0,0,0,1,,,0.0
RK Singh,2022,0,0,0,0,0,7,,,0.0
RK Singh,2023,0,0,0,0,0,14,,,0.0
RK Singh,2024,0,0,0,0,0,11,,,0.0
RK Singh,2025,0,0,0,0,0,11,,,0.0
RM Patidar,2021,0,0,0,0,0,4,,,0.0
RM Patidar,2022,0,0,0,0,0,7,,,0.0
RM Patidar,2024,0,0,0,0,0,13,,,0.0
RM Patidar,2025,0,0,0,0,0,14,,,0.0
RN ten Doeschate,2011,0,6,6,0,0,4,6.0,,0.0
RN ten Doeschate,2012,1,20,18,2,1,3,6.666666666666667,18.0,11.11111111111111
RN ten Doeschate,2013,0,24,18,4,2,4,8.0,,22.22222222222222
RN ten Doeschate,2014,1,35,30,13,4,7,7.0,30.0,43.333333333333336
RN ten Doeschate,2015,1,3,6,3,0,5,3.0,6.0,50.0
RP Meredith,2021,4,155,102,36,25,5,9.117647058823529,25.5,35.294117647058826
